,id_mutation,date_mutation,nature_mutation,valeur_fonciere,code_commune,nom_commune,type_local,surface_reelle_bati,nombre_pieces_principales,nature_culture,surface_terrain
243547,2021-559582,2021-10-20,Vente,262000.0,34172,Montpellier,Maison,81.0,4.0,sols,133.0
243556,2021-559587,2021-10-15,Vente,190000.0,34172,Montpellier,Maison,52.0,2.0,sols,88.0
243622,2021-559618,2021-10-15,Vente,532250.0,34172,Montpellier,Maison,148.0,5.0,sols,696.0
243661,2021-559637,2021-10-27,Vente,561190.0,34172,Montpellier,Maison,129.0,5.0,sols,649.0
243720,2021-559665,2021-10-25,Vente,378300.0,34172,Montpellier,Maison,97.0,5.0,sols,244.0
243738,2021-559673,2021-11-04,Vente,235000.0,34172,Montpellier,Maison,105.0,5.0,,
243739,2021-559674,2021-10-27,Vente,300000.0,34172,Montpellier,Maison,85.0,4.0,,
243757,2021-559682,2021-10-29,Vente,246590.0,34172,Montpellier,Maison,81.0,4.0,sols,160.0
243825,2021-559713,2021-10-11,Vente,215000.0,34172,Montpellier,Maison,65.0,3.0,,
243903,2021-559744,2021-10-29,Vente,646850.0,34172,Montpellier,Maison,130.0,6.0,sols,558.0
243917,2021-559752,2021-11-03,Vente,318150.0,34172,Montpellier,Maison,60.0,3.0,sols,144.0
243946,2021-559767,2021-10-18,Vente,315000.0,34172,Montpellier,Maison,149.0,5.0,sols,264.0
243983,2021-559785,2021-10-28,Vente,720000.0,34172,Montpellier,Maison,72.0,5.0,sols,511.0
244217,2021-559850,2021-10-20,Vente,773650.0,34172,Montpellier,Maison,240.0,7.0,sols,624.0
244218,2021-559850,2021-10-20,Vente,773650.0,34172,Montpellier,Maison,100.0,4.0,sols,624.0
244219,2021-559850,2021-10-20,Vente,773650.0,34172,Montpellier,Maison,100.0,4.0,sols,1259.0
244220,2021-559850,2021-10-20,Vente,773650.0,34172,Montpellier,Maison,240.0,7.0,sols,1259.0
244246,2021-559863,2021-10-14,Vente,341550.0,34172,Montpellier,Maison,94.0,4.0,sols,1157.0
244300,2021-559886,2021-10-18,Vente,270800.0,34172,Montpellier,Maison,81.0,4.0,sols,199.0
244357,2021-559910,2021-10-21,Vente,420000.0,34172,Montpellier,Maison,100.0,4.0,sols,410.0
244402,2021-559933,2021-09-30,Vente,330000.0,34172,Montpellier,Maison,38.0,2.0,sols,66.0
244421,2021-559944,2021-10-22,Vente,565000.0,34172,Montpellier,Maison,100.0,5.0,sols,397.0
244424,2021-559945,2021-10-14,Vente,835000.0,34172,Montpellier,Maison,132.0,5.0,sols,937.0
244442,2021-559954,2021-10-20,Vente,263000.0,34172,Montpellier,Maison,107.0,5.0,sols,230.0
244465,2021-559965,2021-10-25,Vente,622400.0,34172,Montpellier,Maison,140.0,7.0,sols,415.0
244494,2021-559980,2021-10-19,Vente,316000.0,34172,Montpellier,Maison,84.0,4.0,sols,115.0
244532,2021-560002,2021-10-18,Vente,360000.0,34172,Montpellier,Maison,71.0,5.0,sols,317.0
244760,2021-560111,2021-10-26,Vente,232000.0,34172,Montpellier,Maison,56.0,3.0,sols,258.0
244763,2021-560113,2021-10-28,Vente,450300.0,34172,Montpellier,Maison,110.0,5.0,sols,471.0
244779,2021-560121,2021-10-18,Vente,357500.0,34172,Montpellier,Maison,90.0,3.0,sols,370.0
244803,2021-560136,2021-10-19,Vente,302300.0,34172,Montpellier,Maison,66.0,3.0,,
244970,2021-560209,2021-10-28,Vente,410000.0,34172,Montpellier,Maison,72.0,4.0,sols,744.0
244973,2021-560209,2021-10-28,Vente,410000.0,34172,Montpellier,Maison,72.0,4.0,jardins,539.0
245029,2021-560233,2021-10-20,Vente,117805.0,34172,Montpellier,Maison,89.0,4.0,sols,112.0
245041,2021-560240,2021-11-09,Vente,180000.0,34172,Montpellier,Maison,56.0,3.0,sols,198.0
245452,2021-560284,2021-10-29,Vente,348100.0,34172,Montpellier,Maison,80.0,3.0,sols,73.0
245453,2021-560285,2021-11-15,Vente,248150.0,34172,Montpellier,Maison,101.0,5.0,,
245468,2021-560293,2021-11-08,Vente,260000.0,34172,Montpellier,Maison,78.0,4.0,sols,201.0
245488,2021-560303,2021-11-05,Vente,285000.0,34172,Montpellier,Maison,81.0,4.0,,
245545,2021-560334,2021-10-28,Vente,340232.0,34172,Montpellier,Maison,88.0,4.0,sols,102.0
245627,2021-560373,2021-10-27,Vente,300000.0,34172,Montpellier,Maison,105.0,4.0,sols,594.0
245721,2021-560422,2021-11-10,Vente,248400.0,34172,Montpellier,Maison,85.0,4.0,sols,159.0
245743,2021-560430,2021-11-10,Vente,329000.0,34172,Montpellier,Maison,100.0,4.0,sols,180.0
245770,2021-560441,2021-11-10,Vente,260000.0,34172,Montpellier,Maison,68.0,4.0,sols,137.0
245806,2021-560460,2021-11-04,Vente,333600.0,34172,Montpellier,Maison,97.0,4.0,sols,122.0
245809,2021-560460,2021-11-04,Vente,333600.0,34172,Montpellier,Maison,97.0,4.0,sols,122.0
245810,2021-560460,2021-11-04,Vente,333600.0,34172,Montpellier,Maison,104.0,4.0,sols,122.0
245831,2021-560469,2021-11-05,Vente,300000.0,34172,Montpellier,Maison,98.0,4.0,,
245982,2021-560543,2021-10-29,Vente,200000.0,34172,Montpellier,Maison,79.0,4.0,,
246042,2021-560569,2021-11-18,Vente,255000.0,34172,Montpellier,Maison,44.0,3.0,sols,89.0
246071,2021-560584,2021-11-18,Vente,266000.0,34172,Montpellier,Maison,93.0,4.0,sols,239.0
246086,2021-560592,2021-11-22,Vente,275000.0,34172,Montpellier,Maison,107.0,6.0,sols,396.0
246135,2021-560615,2021-10-29,Vente,257450.0,34172,Montpellier,Maison,88.0,4.0,sols,144.0
246294,2021-560694,2021-11-16,Vente,470000.0,34172,Montpellier,Maison,150.0,5.0,sols,791.0
246331,2021-560709,2021-11-22,Vente,197900.0,34172,Montpellier,Maison,61.0,4.0,sols,79.0
246335,2021-560711,2021-11-17,Vente,536450.0,34172,Montpellier,Maison,109.0,4.0,sols,95.0
246359,2021-560716,2021-11-08,Vente,300000.0,34172,Montpellier,Maison,50.0,3.0,sols,673.0
246399,2021-560735,2021-11-17,Vente,190000.0,34172,Montpellier,Maison,94.0,5.0,sols,487.0
246519,2021-560800,2021-11-30,Vente,399750.0,34172,Montpellier,Maison,74.0,4.0,sols,145.0
246544,2021-560810,2021-11-24,Vente,371365.0,34172,Montpellier,Maison,90.0,5.0,,
246639,2021-560860,2021-12-03,Vente,348000.0,34172,Montpellier,Maison,108.0,5.0,,
246707,2021-560890,2021-11-30,Vente,450000.0,34172,Montpellier,Maison,77.0,5.0,sols,473.0
246790,2021-560931,2021-11-18,Vente,230000.0,34172,Montpellier,Maison,116.0,4.0,sols,131.0
246855,2021-560966,2021-11-19,Vente,210000.0,34172,Montpellier,Maison,86.0,4.0,,
246951,2021-560987,2021-12-03,Vente,600000.0,34172,Montpellier,Maison,84.0,4.0,jardins,523.0
246952,2021-560987,2021-12-03,Vente,600000.0,34172,Montpellier,Maison,84.0,4.0,sols,395.0
246968,2021-560996,2021-11-26,Vente,445000.0,34172,Montpellier,Maison,110.0,4.0,sols,326.0
246970,2021-560996,2021-11-26,Vente,445000.0,34172,Montpellier,Maison,198.0,7.0,sols,398.0
247028,2021-561001,2021-12-01,Vente,150000.0,34172,Montpellier,Maison,66.0,4.0,sols,203.0
247204,2021-561044,2021-11-26,Vente,234000.0,34172,Montpellier,Maison,77.0,4.0,sols,179.0
247263,2021-561068,2021-11-23,Vente,380323.0,34172,Montpellier,Maison,140.0,4.0,sols,330.0
247358,2021-561118,2021-11-19,Vente,274300.0,34172,Montpellier,Maison,85.0,4.0,sols,134.0
247378,2021-561130,2021-12-01,Vente,268500.0,34172,Montpellier,Maison,84.0,4.0,sols,177.0
247454,2021-561159,2021-11-26,Vente,327350.0,34172,Montpellier,Maison,80.0,5.0,sols,215.0
247459,2021-561163,2021-12-06,Vente,227070.0,34172,Montpellier,Maison,88.0,4.0,,
247468,2021-561167,2021-12-09,Vente,1350000.0,34172,Montpellier,Maison,192.0,5.0,sols,959.0
247469,2021-561167,2021-12-09,Vente,1350000.0,34172,Montpellier,Maison,192.0,5.0,terres,885.0
247478,2021-561172,2021-11-29,Vente,1709425.0,34172,Montpellier,Maison,280.0,9.0,sols,2297.0
247595,2021-561221,2021-12-06,Vente,358550.0,34172,Montpellier,Maison,91.0,5.0,,
247623,2021-561234,2021-12-08,Vente,316850.0,34172,Montpellier,Maison,67.0,4.0,sols,242.0
247691,2021-561272,2021-12-02,Vente,440000.0,34172,Montpellier,Maison,150.0,4.0,sols,844.0
247866,2021-561359,2021-12-08,Vente,900000.0,34172,Montpellier,Maison,80.0,3.0,sols,527.0
247867,2021-561359,2021-12-08,Vente,900000.0,34172,Montpellier,Maison,35.0,1.0,sols,620.0
247868,2021-561359,2021-12-08,Vente,900000.0,34172,Montpellier,Maison,65.0,3.0,sols,169.0
247873,2021-561361,2021-11-26,Vente,381000.0,34172,Montpellier,Maison,180.0,7.0,,
247955,2021-561398,2021-12-10,Vente,290900.0,34172,Montpellier,Maison,103.0,5.0,sols,282.0
248007,2021-561423,2021-11-23,Vente,806040.0,34172,Montpellier,Maison,230.0,9.0,sols,611.0
248208,2021-561500,2021-12-15,Vente,100000.0,34172,Montpellier,Maison,80.0,3.0,sols,118.0
248252,2021-561515,2021-11-30,Vente,328370.0,34172,Montpellier,Maison,92.0,4.0,,
248285,2021-561534,2021-12-15,Vente,529430.0,34172,Montpellier,Maison,127.0,5.0,sols,1035.0
248346,2021-561559,2021-11-30,Vente,560000.0,34172,Montpellier,Maison,270.0,17.0,,
248355,2021-561563,2021-10-28,Vente,553000.0,34172,Montpellier,Maison,110.0,5.0,sols,891.0
248609,2021-561684,2021-12-20,Vente,733000.0,34172,Montpellier,Maison,115.0,5.0,sols,272.0
248707,2021-561730,2021-12-23,Vente,459000.0,34172,Montpellier,Maison,103.0,5.0,sols,300.0
248844,2021-561778,2021-12-15,Vente,334000.0,34172,Montpellier,Maison,77.0,3.0,sols,163.0
248919,2021-561813,2021-12-22,Vente,155820.0,34172,Montpellier,Maison,86.0,4.0,,
249015,2021-561860,2021-11-29,Vente,680000.0,34172,Montpellier,Maison,141.0,5.0,sols,267.0
249033,2021-561869,2021-12-23,Vente,435000.0,34172,Montpellier,Maison,160.0,4.0,sols,831.0
249039,2021-561873,2021-12-01,Vente,1600000.0,34172,Montpellier,Maison,178.0,7.0,sols,958.0
249063,2021-561884,2021-12-16,Vente,240000.0,34172,Montpellier,Maison,56.0,3.0,sols,112.0
249071,2021-561889,2021-12-23,Vente,750000.0,34172,Montpellier,Maison,110.0,6.0,sols,502.0
249101,2021-561903,2021-12-13,Vente,340000.0,34172,Montpellier,Maison,68.0,3.0,sols,185.0
249183,2021-561942,2021-12-20,Vente,656000.0,34172,Montpellier,Maison,67.0,3.0,sols,418.0
249244,2021-561972,2021-12-15,Vente,375890.0,34172,Montpellier,Maison,94.0,7.0,,
249312,2021-562002,2021-12-20,Vente,419900.0,34172,Montpellier,Maison,69.0,4.0,sols,379.0
249336,2021-562012,2021-12-14,Vente,749650.0,34172,Montpellier,Maison,155.0,6.0,sols,738.0
249378,2021-562033,2021-12-10,Vente,420000.0,34172,Montpellier,Maison,62.0,3.0,sols,454.0
249474,2021-562082,2021-12-20,Vente,450000.0,34172,Montpellier,Maison,123.0,4.0,sols,269.0
249549,2021-562119,2021-12-27,Vente,300000.0,34172,Montpellier,Maison,102.0,5.0,sols,241.0
249550,2021-562119,2021-12-27,Vente,300000.0,34172,Montpellier,Maison,55.0,2.0,sols,110.0
249752,2021-562204,2021-12-17,Vente,355500.0,34172,Montpellier,Maison,111.0,6.0,sols,66.0
249785,2021-562220,2021-12-30,Vente,430200.0,34172,Montpellier,Maison,78.0,4.0,,
249895,2021-562260,2021-12-21,Vente,300000.0,34172,Montpellier,Maison,55.0,3.0,sols,94.0
249902,2021-562263,2021-12-31,Vente,620000.0,34172,Montpellier,Maison,132.0,4.0,,
249933,2021-562277,2021-12-17,Vente,253900.0,34172,Montpellier,Maison,86.0,4.0,,
249946,2021-562283,2021-12-27,Vente,360000.0,34172,Montpellier,Maison,92.0,4.0,sols,315.0
249981,2021-562301,2021-12-17,Vente,472300.0,34172,Montpellier,Maison,68.0,3.0,sols,122.0
250007,2021-562314,2021-12-15,Vente,376800.0,34172,Montpellier,Maison,56.0,3.0,sols,107.0
250019,2021-562320,2021-12-24,Vente,295000.0,34172,Montpellier,Maison,140.0,5.0,sols,405.0
250091,2021-562359,2021-12-28,Vente,1436350.0,34172,Montpellier,Maison,205.0,5.0,sols,1194.0
250147,2021-562387,2021-12-21,Vente,700000.0,34172,Montpellier,Maison,120.0,5.0,sols,1975.0
250169,2021-562400,2021-12-13,Vente,73700.0,34172,Montpellier,Maison,88.0,5.0,,
250184,2021-562403,2021-12-13,Vente,350000.0,34172,Montpellier,Maison,80.0,4.0,,
250241,2021-562430,2021-12-28,Vente,290000.0,34172,Montpellier,Maison,93.0,4.0,,
250295,2021-562454,2021-12-30,Vente,354000.0,34172,Montpellier,Maison,75.0,4.0,,
250314,2021-562464,2021-12-16,Vente,270000.0,34172,Montpellier,Maison,50.0,3.0,sols,282.0
250346,2021-562476,2021-12-28,Vente,318000.0,34172,Montpellier,Maison,141.0,6.0,sols,153.0
250635,2021-562614,2021-12-15,Vente,871600.0,34172,Montpellier,Maison,153.0,4.0,sols,645.0
250677,2021-562632,2021-12-24,Vente,483000.0,34172,Montpellier,Maison,99.0,5.0,sols,290.0
250681,2021-562636,2021-12-21,Vente,722000.0,34172,Montpellier,Maison,198.0,6.0,sols,638.0
250855,2021-562722,2021-12-27,Vente,655000.0,34172,Montpellier,Maison,111.0,5.0,sols,600.0
250856,2021-562722,2021-12-27,Vente,655000.0,34172,Montpellier,Maison,111.0,5.0,terrains d'agrément,1394.0
250885,2021-562739,2021-12-29,Vente,600750.0,34172,Montpellier,Maison,110.0,4.0,sols,470.0
250976,2021-562779,2021-12-22,Vente,230090.0,34172,Montpellier,Maison,77.0,4.0,,
250983,2021-562783,2021-12-13,Vente,290000.0,34172,Montpellier,Maison,80.0,4.0,,
251004,2021-562794,2021-12-30,Vente,119720.0,34172,Montpellier,Maison,90.0,4.0,sols,102.0
251176,2021-562880,2021-12-30,Vente,1660000.0,34172,Montpellier,Maison,120.0,6.0,sols,387.0
276596,2021-574371,2021-10-26,Vente,320000.0,34172,Montpellier,Maison,120.0,6.0,sols,155.0
276630,2021-574377,2021-11-05,Vente,375000.0,34172,Montpellier,Maison,120.0,5.0,sols,455.0
315336,2022-427169,2022-01-05,Vente,496100.0,34172,Montpellier,Maison,196.0,8.0,sols,195.0
315341,2022-427172,2022-01-07,Vente,354850.0,34172,Montpellier,Maison,118.0,5.0,sols,301.0
315443,2022-427226,2022-01-14,Vente,540000.0,34172,Montpellier,Maison,120.0,5.0,sols,465.0
315468,2022-427238,2022-01-14,Vente,391300.0,34172,Montpellier,Maison,77.0,4.0,sols,106.0
315475,2022-427242,2022-01-04,Vente,266500.0,34172,Montpellier,Maison,68.0,4.0,sols,336.0
315524,2022-427267,2022-01-18,Vente,350000.0,34172,Montpellier,Maison,78.0,4.0,sols,452.0
315554,2022-427281,2022-01-06,Vente,580000.0,34172,Montpellier,Maison,145.0,5.0,sols,729.0
315663,2022-427338,2022-01-12,Vente,255000.0,34172,Montpellier,Maison,65.0,3.0,,
315722,2022-427369,2022-01-04,Vente,455245.0,34172,Montpellier,Maison,70.0,4.0,sols,143.0
315761,2022-427389,2022-01-05,Vente,307000.0,34172,Montpellier,Maison,70.0,4.0,sols,409.0
315763,2022-427390,2022-01-11,Vente,240000.0,34172,Montpellier,Maison,77.0,5.0,sols,136.0
315780,2022-427401,2022-01-17,Vente,350000.0,34172,Montpellier,Maison,65.0,4.0,sols,306.0
315802,2022-427413,2022-01-14,Vente,300000.0,34172,Montpellier,Maison,68.0,4.0,sols,289.0
315978,2022-427461,2022-01-03,Vente,787000.0,34172,Montpellier,Maison,129.0,6.0,sols,164.0
316013,2022-427477,2022-01-13,Vente,824650.0,34172,Montpellier,Maison,144.0,5.0,sols,590.0
316029,2022-427486,2022-01-21,Vente,255000.0,34172,Montpellier,Maison,95.0,4.0,,
316073,2022-427509,2022-01-19,Vente,244500.0,34172,Montpellier,Maison,96.0,4.0,,
316077,2022-427511,2022-01-25,Vente,440000.0,34172,Montpellier,Maison,67.0,4.0,sols,184.0
316087,2022-427516,2022-01-04,Vente,678900.0,34172,Montpellier,Maison,129.0,5.0,sols,516.0
316165,2022-427554,2022-01-21,Vente,524000.0,34172,Montpellier,Maison,125.0,5.0,sols,393.0
316176,2022-427559,2022-01-27,Vente,515000.0,34172,Montpellier,Maison,105.0,4.0,sols,893.0
316182,2022-427562,2022-01-24,Vente,315000.0,34172,Montpellier,Maison,103.0,4.0,,
316291,2022-427616,2022-01-07,Vente,827150.0,34172,Montpellier,Maison,159.0,7.0,sols,494.0
316311,2022-427626,2022-01-27,Vente,255710.0,34172,Montpellier,Maison,64.0,4.0,sols,248.0
316399,2022-427667,2022-02-03,Vente,715300.0,34172,Montpellier,Maison,189.0,8.0,sols,256.0
316401,2022-427667,2022-02-03,Vente,715300.0,34172,Montpellier,Maison,189.0,8.0,jardins,567.0
316413,2022-427674,2022-01-12,Vente,475000.0,34172,Montpellier,Maison,130.0,3.0,sols,431.0
316642,2022-427790,2022-02-03,Vente,189000.0,34172,Montpellier,Maison,62.0,3.0,,
316695,2022-427816,2022-01-07,Vente,229960.0,34172,Montpellier,Maison,89.0,4.0,sols,293.0
316715,2022-427822,2022-01-28,Vente,420000.0,34172,Montpellier,Maison,198.0,7.0,sols,398.0
316724,2022-427826,2022-01-24,Vente,629050.0,34172,Montpellier,Maison,85.0,4.0,sols,74.0
316725,2022-427827,2022-01-07,Vente,320000.0,34172,Montpellier,Maison,92.0,5.0,sols,213.0
316762,2022-427845,2022-02-03,Vente,620950.0,34172,Montpellier,Maison,141.0,4.0,sols,700.0
316766,2022-427847,2022-02-01,Vente,309440.0,34172,Montpellier,Maison,67.0,4.0,sols,132.0
316774,2022-427851,2022-01-31,Vente,356000.0,34172,Montpellier,Maison,80.0,4.0,sols,188.0
316779,2022-427854,2022-02-01,Vente,479800.0,34172,Montpellier,Maison,140.0,5.0,sols,455.0
316781,2022-427854,2022-02-01,Vente,479800.0,34172,Montpellier,Maison,140.0,5.0,terrains d'agrément,500.0
316868,2022-427896,2022-01-26,Vente,300000.0,34172,Montpellier,Maison,86.0,5.0,sols,276.0
316882,2022-427904,2022-02-07,Vente,234000.0,34172,Montpellier,Maison,86.0,4.0,,
316939,2022-427929,2022-01-25,Vente,675000.0,34172,Montpellier,Maison,130.0,4.0,sols,1067.0
316956,2022-427938,2022-01-25,Vente,318000.0,34172,Montpellier,Maison,107.0,5.0,sols,203.0
316977,2022-427947,2022-01-25,Vente,325495.0,34172,Montpellier,Maison,92.0,4.0,,
316987,2022-427952,2022-02-04,Vente,250000.0,34172,Montpellier,Maison,82.0,4.0,sols,446.0
317089,2022-427999,2022-02-09,Vente,244750.0,34172,Montpellier,Maison,77.0,4.0,,
317117,2022-428012,2022-01-31,Vente,232000.0,34172,Montpellier,Maison,63.0,3.0,,
317122,2022-428015,2022-01-28,Vente,788000.0,34172,Montpellier,Maison,199.0,8.0,sols,930.0
317124,2022-428016,2022-02-04,Vente,291950.0,34172,Montpellier,Maison,88.0,5.0,,
317218,2022-428062,2022-02-11,Vente,105000.0,34172,Montpellier,Maison,45.0,1.0,,
317261,2022-428087,2022-01-27,Vente,268000.0,34172,Montpellier,Maison,78.0,4.0,sols,239.0
317285,2022-428097,2022-02-11,Vente,326650.0,34172,Montpellier,Maison,96.0,5.0,,
317515,2022-428203,2022-02-14,Vente,313600.0,34172,Montpellier,Maison,92.0,4.0,sols,216.0
317523,2022-428208,2022-01-31,Vente,312050.0,34172,Montpellier,Maison,89.0,4.0,,
317566,2022-428223,2022-01-14,Vente,650000.0,34172,Montpellier,Maison,105.0,3.0,sols,363.0
317630,2022-428251,2022-01-24,Vente,500000.0,34172,Montpellier,Maison,319.0,11.0,sols,113.0
317645,2022-428260,2022-02-01,Vente,368000.0,34172,Montpellier,Maison,100.0,4.0,sols,498.0
317698,2022-428287,2022-02-15,Vente,378900.0,34172,Montpellier,Maison,100.0,6.0,,
317705,2022-428291,2022-02-07,Vente,165000.0,34172,Montpellier,Maison,53.0,2.0,sols,419.0
317775,2022-428330,2022-02-04,Vente,196810.0,34172,Montpellier,Maison,54.0,3.0,sols,63.0
317946,2022-428414,2022-02-01,Vente,281500.0,34172,Montpellier,Maison,78.0,5.0,,
317950,2022-428416,2022-02-11,Vente,530750.0,34172,Montpellier,Maison,94.0,6.0,sols,512.0
318016,2022-428451,2022-01-24,Vente,550000.0,34172,Montpellier,Maison,84.0,4.0,sols,221.0
318033,2022-428459,2022-02-04,Vente,750000.0,34172,Montpellier,Maison,155.0,6.0,sols,528.0
318036,2022-428461,2022-02-23,Vente,709166.0,34172,Montpellier,Maison,300.0,17.0,sols,677.0
318070,2022-428476,2022-01-24,Vente,452000.0,34172,Montpellier,Maison,75.0,4.0,sols,161.0
318099,2022-428489,2022-02-23,Vente,247300.0,34172,Montpellier,Maison,100.0,6.0,sols,387.0
318108,2022-428493,2022-02-09,Vente,496000.0,34172,Montpellier,Maison,80.0,4.0,sols,167.0
318114,2022-428496,2022-02-07,Vente,575000.0,34172,Montpellier,Maison,128.0,3.0,sols,766.0
318286,2022-428577,2022-02-03,Vente,292000.0,34172,Montpellier,Maison,66.0,4.0,sols,238.0
318350,2022-428608,2022-02-11,Vente,580000.0,34172,Montpellier,Maison,49.0,2.0,sols,77.0
318476,2022-428668,2022-02-08,Vente,354950.0,34172,Montpellier,Maison,100.0,4.0,sols,382.0
318481,2022-428672,2022-02-03,Vente,620080.0,34172,Montpellier,Maison,88.0,5.0,sols,432.0
318532,2022-428697,2022-02-22,Vente,445000.0,34172,Montpellier,Maison,65.0,2.0,sols,26.0
318578,2022-428714,2022-02-16,Vente,36000.0,34172,Montpellier,Maison,186.0,6.0,sols,399.0
318708,2022-428765,2022-02-03,Vente,273600.0,34172,Montpellier,Maison,98.0,4.0,sols,122.0
318709,2022-428766,2022-02-11,Vente,519000.0,34172,Montpellier,Maison,120.0,4.0,sols,396.0
318771,2022-428797,2022-02-24,Vente,160000.0,34172,Montpellier,Maison,94.0,4.0,sols,239.0
318891,2022-428857,2022-02-10,Vente,164850.0,34172,Montpellier,Maison,54.0,3.0,sols,56.0
318969,2022-428894,2022-02-21,Vente,370000.0,34172,Montpellier,Maison,82.0,4.0,sols,368.0
319187,2022-428990,2022-03-03,Vente,1050000.0,34172,Montpellier,Maison,160.0,7.0,terrains d'agrément,3824.0
319190,2022-428990,2022-03-03,Vente,1050000.0,34172,Montpellier,Maison,160.0,7.0,sols,1200.0
319192,2022-428990,2022-03-03,Vente,1050000.0,34172,Montpellier,Maison,160.0,7.0,terrains d'agrément,860.0
319258,2022-429020,2022-02-28,Vente,330000.0,34172,Montpellier,Maison,127.0,6.0,,
319278,2022-429030,2022-03-03,Vente,400000.0,34172,Montpellier,Maison,115.0,5.0,sols,347.0
319358,2022-429070,2022-03-07,Vente,231750.0,34172,Montpellier,Maison,100.0,6.0,sols,256.0
319381,2022-429083,2022-03-01,Vente,268500.0,34172,Montpellier,Maison,140.0,4.0,sols,301.0
319453,2022-429121,2022-03-01,Vente,324900.0,34172,Montpellier,Maison,84.0,4.0,,
319479,2022-429126,2022-02-22,Vente,455800.0,34172,Montpellier,Maison,98.0,4.0,sols,221.0
319535,2022-429153,2022-02-15,Vente,325000.0,34172,Montpellier,Maison,100.0,4.0,,
319583,2022-429175,2022-02-25,Vente,374800.0,34172,Montpellier,Maison,67.0,4.0,sols,133.0
319613,2022-429190,2022-02-28,Vente,965000.0,34172,Montpellier,Maison,164.0,7.0,sols,296.0
319709,2022-429237,2022-03-16,Vente,299960.0,34172,Montpellier,Maison,80.0,4.0,sols,152.0
319727,2022-429245,2022-03-10,Vente,291700.0,34172,Montpellier,Maison,102.0,5.0,,
319736,2022-429251,2022-02-28,Vente,560500.0,34172,Montpellier,Maison,108.0,5.0,sols,454.0
319818,2022-429289,2022-03-03,Vente,442820.0,34172,Montpellier,Maison,83.0,4.0,sols,130.0
319831,2022-429298,2022-02-21,Vente,320900.0,34172,Montpellier,Maison,95.0,5.0,,
319853,2022-429308,2022-02-28,Vente,411450.0,34172,Montpellier,Maison,90.0,4.0,sols,194.0
319885,2022-429326,2022-02-24,Vente,280000.0,34172,Montpellier,Maison,98.0,4.0,sols,285.0
319886,2022-429326,2022-02-24,Vente,280000.0,34172,Montpellier,Maison,98.0,4.0,jardins,535.0
319894,2022-429330,2022-03-04,Vente,470490.0,34172,Montpellier,Maison,148.0,6.0,sols,347.0
319925,2022-429349,2022-03-14,Vente,366800.0,34172,Montpellier,Maison,88.0,4.0,,
320031,2022-429396,2022-03-18,Vente,4301237.0,34172,Montpellier,Maison,287.0,8.0,sols,1500.0
320032,2022-429396,2022-03-18,Vente,4301237.0,34172,Montpellier,Maison,287.0,8.0,terrains d'agrément,1680.0
320349,2022-429542,2022-03-02,Vente,275000.0,34172,Montpellier,Maison,77.0,4.0,,
320416,2022-429577,2022-02-28,Vente,850461.0,34172,Montpellier,Maison,127.0,5.0,sols,234.0
320417,2022-429578,2022-03-16,Vente,352200.0,34172,Montpellier,Maison,104.0,5.0,,
320547,2022-429644,2022-03-18,Vente,431900.0,34172,Montpellier,Maison,120.0,6.0,sols,105.0
320667,2022-429700,2022-03-10,Vente,195000.0,34172,Montpellier,Maison,77.0,4.0,sols,100.0
320729,2022-429729,2022-03-17,Vente,339500.0,34172,Montpellier,Maison,90.0,4.0,sols,289.0
320758,2022-429742,2022-03-18,Vente,341200.0,34172,Montpellier,Maison,105.0,5.0,,
320806,2022-429764,2022-03-09,Vente,715000.0,34172,Montpellier,Maison,153.0,5.0,sols,975.0
320816,2022-429769,2022-03-08,Vente,442500.0,34172,Montpellier,Maison,148.0,4.0,sols,406.0
321083,2022-429872,2022-03-29,Vente,295000.0,34172,Montpellier,Maison,98.0,4.0,sols,543.0
321156,2022-429909,2022-03-11,Vente,325000.0,34172,Montpellier,Maison,59.0,2.0,sols,303.0
321183,2022-429921,2022-03-14,Vente,305000.0,34172,Montpellier,Maison,64.0,4.0,sols,115.0
321226,2022-429945,2022-03-25,Vente,180000.0,34172,Montpellier,Maison,82.0,3.0,sols,822.0
321228,2022-429947,2022-03-17,Vente,750000.0,34172,Montpellier,Maison,180.0,8.0,sols,587.0
321241,2022-429955,2022-03-29,Vente,225000.0,34172,Montpellier,Maison,142.0,5.0,sols,420.0
321250,2022-429961,2022-03-17,Vente,347170.0,34172,Montpellier,Maison,120.0,6.0,sols,449.0
321280,2022-429978,2022-03-24,Vente,850000.0,34172,Montpellier,Maison,180.0,7.0,sols,1230.0
321353,2022-430010,2022-03-31,Vente,950000.0,34172,Montpellier,Maison,140.0,6.0,sols,349.0
321417,2022-430044,2022-03-10,Vente,390000.0,34172,Montpellier,Maison,119.0,4.0,sols,485.0
321424,2022-430048,2022-03-22,Vente,571000.0,34172,Montpellier,Maison,120.0,7.0,sols,1496.0
321429,2022-430051,2022-03-23,Vente,343100.0,34172,Montpellier,Maison,108.0,5.0,,
321483,2022-430076,2022-03-16,Vente,355300.0,34172,Montpellier,Maison,100.0,4.0,sols,359.0
321520,2022-430093,2022-03-15,Vente,550000.0,34172,Montpellier,Maison,80.0,5.0,terrains d'agrément,210.0
321521,2022-430093,2022-03-15,Vente,550000.0,34172,Montpellier,Maison,80.0,5.0,sols,1000.0
321533,2022-430097,2022-03-31,Vente,385000.0,34172,Montpellier,Maison,83.0,3.0,sols,46.0
