,id_mutation,date_mutation,nature_mutation,valeur_fonciere,code_commune,nom_commune,type_local,surface_reelle_bati,nombre_pieces_principales,nature_culture,surface_terrain
75891,2019-484582,2019-04-19,Vente,230000.0,34172,Montpellier,Maison,126.0,5.0,sols,406.0
75966,2019-484628,2019-04-05,Vente,223000.0,34172,Montpellier,Maison,34.0,1.0,,
76093,2019-484702,2019-04-03,Vente,195000.0,34172,Montpellier,Maison,110.0,4.0,,
76116,2019-484715,2019-04-05,Vente,997700.0,34172,Montpellier,Maison,262.0,7.0,sols,453.0
76117,2019-484715,2019-04-05,Vente,997700.0,34172,Montpellier,Maison,262.0,7.0,jardins,750.0
76126,2019-484721,2019-04-04,Vente,557150.0,34172,Montpellier,Maison,106.0,6.0,sols,181.0
76169,2019-484742,2019-04-25,Vente,173000.0,34172,Montpellier,Maison,61.0,4.0,sols,82.0
76172,2019-484744,2019-04-26,Vente,340000.0,34172,Montpellier,Maison,106.0,5.0,sols,159.0
76304,2019-484824,2019-04-24,Vente,277636.0,34172,Montpellier,Maison,119.0,3.0,sols,240.0
76382,2019-484867,2019-04-12,Vente,241600.0,34172,Montpellier,Maison,68.0,4.0,sols,165.0
76392,2019-484872,2019-04-04,Vente,280000.0,34172,Montpellier,Maison,101.0,5.0,sols,286.0
76434,2019-484901,2019-04-24,Vente,233750.0,34172,Montpellier,Maison,65.0,3.0,sols,48.0
76476,2019-484928,2019-04-04,Vente,274000.0,34172,Montpellier,Maison,121.0,5.0,,
76481,2019-484931,2019-04-26,Vente,112000.0,34172,Montpellier,Maison,69.0,3.0,sols,56.0
76498,2019-484941,2019-05-02,Vente,459050.0,34172,Montpellier,Maison,67.0,5.0,sols,451.0
76557,2019-484972,2019-04-29,Vente,282000.0,34172,Montpellier,Maison,82.0,4.0,sols,267.0
76647,2019-485022,2019-05-06,Vente,600000.0,34172,Montpellier,Maison,123.0,4.0,sols,240.0
76665,2019-485033,2019-05-03,Vente,483200.0,34172,Montpellier,Maison,145.0,7.0,sols,682.0
76693,2019-485050,2019-04-11,Vente,298000.0,34172,Montpellier,Maison,96.0,4.0,sols,231.0
76696,2019-485052,2019-04-24,Vente,213000.0,34172,Montpellier,Maison,68.0,3.0,sols,116.0
76701,2019-485055,2019-04-26,Vente,444262.0,34172,Montpellier,Maison,93.0,3.0,sols,57.0
76719,2019-485063,2019-04-11,Vente,520000.0,34172,Montpellier,Maison,103.0,3.0,sols,927.0
76754,2019-485084,2019-04-17,Vente,430000.0,34172,Montpellier,Maison,120.0,5.0,sols,814.0
76825,2019-485128,2019-04-12,Vente,265049.0,34172,Montpellier,Maison,90.0,3.0,sols,374.0
76885,2019-485164,2019-05-03,Vente,278000.0,34172,Montpellier,Maison,75.0,3.0,sols,81.0
76888,2019-485167,2019-04-19,Vente,470000.0,34172,Montpellier,Maison,164.0,7.0,sols,968.0
76920,2019-485190,2019-04-25,Vente,151450.0,34172,Montpellier,Maison,51.0,3.0,sols,85.0
76941,2019-485201,2019-05-03,Vente,273000.0,34172,Montpellier,Maison,81.0,5.0,sols,157.0
76950,2019-485206,2019-04-29,Vente,472800.0,34172,Montpellier,Maison,152.0,6.0,sols,517.0
76979,2019-485225,2019-05-06,Vente,236700.0,34172,Montpellier,Maison,108.0,4.0,,
77000,2019-485237,2019-05-07,Vente,407510.0,34172,Montpellier,Maison,96.0,4.0,sols,237.0
77060,2019-485268,2019-04-24,Vente,112500.0,34172,Montpellier,Maison,74.0,3.0,sols,287.0
77083,2019-485283,2019-04-17,Vente,470540.0,34172,Montpellier,Maison,164.0,5.0,sols,450.0
77085,2019-485284,2019-04-29,Vente,220000.0,34172,Montpellier,Maison,67.0,4.0,sols,150.0
77087,2019-485286,2019-05-06,Vente,190000.0,34172,Montpellier,Maison,93.0,5.0,sols,231.0
77123,2019-485308,2019-05-15,Vente,380044.0,34172,Montpellier,Maison,117.0,5.0,sols,384.0
77215,2019-485362,2019-05-07,Vente,271500.0,34172,Montpellier,Maison,79.0,4.0,sols,139.0
77221,2019-485366,2019-04-19,Vente,175000.0,34172,Montpellier,Maison,60.0,3.0,,
77243,2019-485378,2019-04-25,Vente,381350.0,34172,Montpellier,Maison,85.0,5.0,sols,347.0
77260,2019-485390,2019-04-23,Vente,1710500.0,34172,Montpellier,Maison,320.0,10.0,sols,1450.0
77289,2019-485408,2019-05-16,Vente,243000.0,34172,Montpellier,Maison,85.0,4.0,,
77346,2019-485432,2019-04-24,Vente,230000.0,34172,Montpellier,Maison,74.0,3.0,,
77410,2019-485470,2019-05-17,Vente,291670.0,34172,Montpellier,Maison,82.0,5.0,sols,525.0
77474,2019-485512,2019-04-18,Vente,210000.0,34172,Montpellier,Maison,70.0,3.0,sols,136.0
77590,2019-485587,2019-04-23,Vente,275600.0,34172,Montpellier,Maison,68.0,4.0,sols,215.0
77747,2019-485681,2019-05-02,Vente,387800.0,34172,Montpellier,Maison,92.0,4.0,sols,478.0
77830,2019-485717,2019-04-30,Vente,315600.0,34172,Montpellier,Maison,105.0,4.0,sols,222.0
77898,2019-485750,2019-05-17,Vente,205000.0,34172,Montpellier,Maison,94.0,5.0,sols,398.0
77929,2019-485772,2019-05-16,Vente,285000.0,34172,Montpellier,Maison,81.0,5.0,sols,285.0
77985,2019-485802,2019-05-16,Vente,349000.0,34172,Montpellier,Maison,114.0,4.0,sols,231.0
77998,2019-485811,2019-05-14,Vente,490000.0,34172,Montpellier,Maison,90.0,4.0,sols,342.0
78046,2019-485835,2019-05-14,Vente,350000.0,34172,Montpellier,Maison,110.0,4.0,sols,372.0
78056,2019-485841,2019-05-02,Vente,425000.0,34172,Montpellier,Maison,180.0,8.0,sols,246.0
78072,2019-485852,2019-05-03,Vente,1167740.0,34172,Montpellier,Maison,153.0,9.0,sols,1411.0
78127,2019-485878,2019-05-27,Vente,475000.0,34172,Montpellier,Maison,151.0,5.0,sols,755.0
78208,2019-485923,2019-05-16,Vente,280000.0,34172,Montpellier,Maison,79.0,5.0,sols,237.0
78217,2019-485930,2019-05-13,Vente,344000.0,34172,Montpellier,Maison,82.0,5.0,sols,232.0
78229,2019-485937,2019-05-09,Vente,850000.0,34172,Montpellier,Maison,160.0,6.0,sols,566.0
78250,2019-485949,2019-05-14,Vente,214050.0,34172,Montpellier,Maison,80.0,4.0,sols,90.0
78254,2019-485953,2019-05-14,Vente,209000.0,34172,Montpellier,Maison,104.0,4.0,sols,373.0
78273,2019-485965,2019-05-27,Vente,278355.0,34172,Montpellier,Maison,70.0,4.0,sols,221.0
78318,2019-485995,2019-05-10,Vente,185000.0,34172,Montpellier,Maison,100.0,4.0,sols,298.0
78325,2019-486000,2019-05-18,Vente,431400.0,34172,Montpellier,Maison,250.0,5.0,sols,663.0
78375,2019-486030,2019-05-29,Vente,242200.0,34172,Montpellier,Maison,90.0,4.0,sols,124.0
78404,2019-486048,2019-05-13,Vente,248230.0,34172,Montpellier,Maison,81.0,4.0,sols,155.0
78610,2019-486156,2019-05-17,Vente,870000.0,34172,Montpellier,Maison,150.0,4.0,sols,1444.0
78611,2019-486157,2019-05-27,Vente,600000.0,34172,Montpellier,Maison,73.0,4.0,sols,672.0
78635,2019-486170,2019-03-15,Vente,420000.0,34172,Montpellier,Maison,72.0,4.0,sols,557.0
78655,2019-486185,2019-05-14,Vente,595000.0,34172,Montpellier,Maison,101.0,5.0,sols,517.0
78664,2019-486191,2019-04-08,Vente,386000.0,34172,Montpellier,Maison,164.0,8.0,,
78689,2019-486208,2019-05-31,Vente,204000.0,34172,Montpellier,Maison,89.0,4.0,,
78695,2019-486212,2019-05-17,Vente,220000.0,34172,Montpellier,Maison,74.0,3.0,sols,146.0
78709,2019-486221,2019-05-28,Vente,1050000.0,34172,Montpellier,Maison,126.0,5.0,sols,530.0
78780,2019-486265,2019-05-29,Vente,525000.0,34172,Montpellier,Maison,86.0,4.0,sols,207.0
78886,2019-486318,2019-05-27,Vente,242120.0,34172,Montpellier,Maison,116.0,6.0,sols,304.0
78933,2019-486349,2019-05-22,Vente,276800.0,34172,Montpellier,Maison,114.0,6.0,sols,402.0
78994,2019-486385,2019-05-28,Vente,289660.0,34172,Montpellier,Maison,106.0,6.0,sols,445.0
79041,2019-486417,2019-05-22,Vente,87500.0,34172,Montpellier,Maison,29.0,2.0,sols,46.0
79172,2019-486494,2019-05-22,Vente,2480000.0,34172,Montpellier,Maison,260.0,8.0,,
79267,2019-486543,2019-06-12,Vente,395000.0,34172,Montpellier,Maison,100.0,4.0,sols,273.0
79268,2019-486544,2019-06-12,Vente,630834.0,34172,Montpellier,Maison,151.0,6.0,sols,451.0
79329,2019-486584,2019-05-23,Vente,285000.0,34172,Montpellier,Maison,214.0,9.0,,
79336,2019-486589,2019-06-11,Vente,200000.0,34172,Montpellier,Maison,52.0,2.0,sols,39.0
79399,2019-486623,2019-06-14,Vente,340000.0,34172,Montpellier,Maison,85.0,4.0,sols,487.0
79423,2019-486635,2019-05-28,Vente,303000.0,34172,Montpellier,Maison,85.0,4.0,sols,373.0
79475,2019-486665,2019-06-03,Vente,302950.0,34172,Montpellier,Maison,104.0,5.0,sols,458.0
79476,2019-486666,2019-06-03,Vente,278000.0,34172,Montpellier,Maison,80.0,4.0,sols,368.0
79487,2019-486675,2019-04-09,Vente,815000.0,34172,Montpellier,Maison,147.0,5.0,sols,658.0
79579,2019-486734,2019-05-07,Vente,400000.0,34172,Montpellier,Maison,107.0,5.0,sols,396.0
79591,2019-486742,2019-05-29,Vente,460000.0,34172,Montpellier,Maison,150.0,5.0,sols,182.0
79653,2019-486781,2019-06-07,Vente,230000.0,34172,Montpellier,Maison,90.0,4.0,,
79666,2019-486788,2019-05-24,Vente,234000.0,34172,Montpellier,Maison,77.0,3.0,sols,155.0
79687,2019-486801,2019-05-28,Vente,220000.0,34172,Montpellier,Maison,79.0,3.0,sols,226.0
79742,2019-486831,2019-06-05,Vente,320000.0,34172,Montpellier,Maison,108.0,5.0,,
79776,2019-486850,2019-06-18,Vente,215000.0,34172,Montpellier,Maison,88.0,5.0,,
79922,2019-486940,2019-06-12,Vente,200180.0,34172,Montpellier,Maison,62.0,3.0,,
79923,2019-486941,2019-06-13,Vente,266600.0,34172,Montpellier,Maison,92.0,4.0,sols,253.0
79968,2019-486967,2019-06-19,Vente,528500.0,34172,Montpellier,Maison,260.0,6.0,sols,403.0
80063,2019-487021,2019-06-19,Vente,445000.0,34172,Montpellier,Maison,130.0,4.0,sols,363.0
80113,2019-487058,2019-05-28,Vente,278000.0,34172,Montpellier,Maison,119.0,5.0,sols,390.0
80179,2019-487093,2019-06-15,Vente,333250.0,34172,Montpellier,Maison,86.0,4.0,sols,357.0
80199,2019-487105,2019-06-11,Vente,210000.0,34172,Montpellier,Maison,47.0,1.0,sols,23.0
80736,2019-487144,2019-06-14,Vente,100000.0,34172,Montpellier,Maison,72.0,3.0,sols,95.0
80742,2019-487149,2019-06-07,Vente,693000.0,34172,Montpellier,Maison,137.0,4.0,,
80762,2019-487160,2019-06-18,Vente,280000.0,34172,Montpellier,Maison,77.0,5.0,,
80787,2019-487178,2019-06-14,Vente,160000.0,34172,Montpellier,Maison,86.0,4.0,,
80865,2019-487226,2019-06-06,Vente,253000.0,34172,Montpellier,Maison,82.0,4.0,,
80869,2019-487229,2019-06-19,Vente,195900.0,34172,Montpellier,Maison,63.0,3.0,,
80933,2019-487267,2019-06-28,Vente,559500.0,34172,Montpellier,Maison,70.0,3.0,sols,277.0
80941,2019-487272,2019-06-14,Vente,450000.0,34172,Montpellier,Maison,113.0,5.0,sols,426.0
80955,2019-487281,2019-06-05,Vente,137730.0,34172,Montpellier,Maison,66.0,4.0,sols,302.0
81005,2019-487312,2019-06-05,Vente,346185.0,34172,Montpellier,Maison,114.0,6.0,sols,224.0
81021,2019-487324,2019-06-21,Vente,450000.0,34172,Montpellier,Maison,64.0,4.0,sols,339.0
81060,2019-487353,2019-06-24,Vente,140000.0,34172,Montpellier,Maison,83.0,3.0,sols,305.0
81099,2019-487383,2019-06-19,Vente,260045.0,34172,Montpellier,Maison,95.0,5.0,sols,418.0
81118,2019-487394,2019-06-17,Vente,264500.0,34172,Montpellier,Maison,68.0,4.0,,
81161,2019-487422,2019-06-28,Vente,290300.0,34172,Montpellier,Maison,89.0,4.0,sols,284.0
81206,2019-487442,2019-06-26,Vente,276000.0,34172,Montpellier,Maison,120.0,5.0,sols,397.0
81245,2019-487465,2019-06-28,Vente,280000.0,34172,Montpellier,Maison,75.0,3.0,sols,192.0
81300,2019-487489,2019-06-14,Vente,302550.0,34172,Montpellier,Maison,103.0,4.0,sols,220.0
81320,2019-487502,2019-06-12,Vente,418000.0,34172,Montpellier,Maison,100.0,3.0,sols,337.0
81330,2019-487510,2019-06-11,Vente,420000.0,34172,Montpellier,Maison,126.0,6.0,,
81334,2019-487512,2019-07-01,Vente,258800.0,34172,Montpellier,Maison,85.0,2.0,,
81335,2019-487513,2019-06-20,Vente,240000.0,34172,Montpellier,Maison,85.0,4.0,sols,207.0
81346,2019-487519,2019-07-03,Vente,359900.0,34172,Montpellier,Maison,69.0,4.0,sols,379.0
81376,2019-487537,2019-06-07,Vente,162000.0,34172,Montpellier,Maison,87.0,4.0,sols,265.0
81405,2019-487554,2019-06-26,Vente,129398.0,34172,Montpellier,Maison,68.0,3.0,sols,239.0
81441,2019-487577,2019-06-11,Vente,264000.0,34172,Montpellier,Maison,69.0,4.0,sols,292.0
81464,2019-487593,2019-06-28,Vente,449000.0,34172,Montpellier,Maison,155.0,6.0,,
81491,2019-487610,2019-07-08,Vente,290000.0,34172,Montpellier,Maison,80.0,3.0,sols,141.0
81534,2019-487636,2019-06-13,Vente,220000.0,34172,Montpellier,Maison,63.0,3.0,sols,316.0
81566,2019-487654,2019-07-01,Vente,937000.0,34172,Montpellier,Maison,193.0,7.0,sols,1098.0
81617,2019-487677,2019-06-14,Vente,493700.0,34172,Montpellier,Maison,78.0,3.0,sols,64.0
81620,2019-487679,2019-07-03,Vente,440000.0,34172,Montpellier,Maison,116.0,6.0,sols,79.0
81629,2019-487682,2019-07-03,Vente,235000.0,34172,Montpellier,Maison,89.0,5.0,,
81644,2019-487688,2019-07-01,Vente,210000.0,34172,Montpellier,Maison,102.0,6.0,sols,310.0
81647,2019-487690,2019-06-19,Vente,430000.0,34172,Montpellier,Maison,97.0,4.0,sols,450.0
81820,2019-487789,2019-07-03,Vente,315000.0,34172,Montpellier,Maison,80.0,4.0,,
81821,2019-487790,2019-06-28,Vente,338879.0,34172,Montpellier,Maison,95.0,5.0,,
81824,2019-487792,2019-06-25,Vente,360000.0,34172,Montpellier,Maison,127.0,5.0,sols,320.0
81927,2019-487855,2019-07-05,Vente,188500.0,34172,Montpellier,Maison,86.0,4.0,,
81945,2019-487867,2019-06-18,Vente,250000.0,34172,Montpellier,Maison,112.0,6.0,sols,345.0
81961,2019-487876,2019-07-01,Vente,190000.0,34172,Montpellier,Maison,60.0,3.0,sols,145.0
81981,2019-487889,2019-07-08,Vente,396000.0,34172,Montpellier,Maison,84.0,4.0,sols,655.0
81995,2019-487898,2019-07-02,Vente,367000.0,34172,Montpellier,Maison,100.0,5.0,sols,773.0
82000,2019-487900,2019-07-04,Vente,355000.0,34172,Montpellier,Maison,74.0,3.0,sols,485.0
82003,2019-487903,2019-07-03,Vente,345000.0,34172,Montpellier,Maison,98.0,5.0,,
82111,2019-487969,2019-07-05,Vente,460000.0,34172,Montpellier,Maison,139.0,5.0,sols,350.0
82120,2019-487973,2019-07-10,Vente,500000.0,34172,Montpellier,Maison,185.0,6.0,sols,1012.0
82123,2019-487975,2019-06-20,Vente,514286.0,34172,Montpellier,Maison,126.0,7.0,sols,290.0
82150,2019-487992,2019-06-28,Vente,90000.0,34172,Montpellier,Maison,46.0,2.0,,
82155,2019-487996,2019-06-27,Vente,395000.0,34172,Montpellier,Maison,102.0,4.0,sols,582.0
82179,2019-488012,2019-07-05,Vente,745000.0,34172,Montpellier,Maison,250.0,7.0,sols,500.0
82180,2019-488012,2019-07-05,Vente,745000.0,34172,Montpellier,Maison,250.0,7.0,terrains d'agrément,925.0
82197,2019-488019,2019-06-20,Vente,625000.0,34172,Montpellier,Maison,180.0,5.0,sols,500.0
82198,2019-488019,2019-06-20,Vente,625000.0,34172,Montpellier,Maison,180.0,5.0,terrains d'agrément,1110.0
82225,2019-488034,2019-06-21,Vente,2070000.0,34172,Montpellier,Maison,218.0,6.0,,
82227,2019-488036,2019-07-05,Vente,498000.0,34172,Montpellier,Maison,212.0,5.0,sols,500.0
82228,2019-488036,2019-07-05,Vente,498000.0,34172,Montpellier,Maison,212.0,5.0,jardins,116.0
82247,2019-488047,2019-05-17,Vente,270000.0,34172,Montpellier,Maison,180.0,6.0,sols,302.0
82254,2019-488053,2019-07-04,Vente,335000.0,34172,Montpellier,Maison,78.0,4.0,sols,428.0
82273,2019-488064,2019-07-16,Vente,276500.0,34172,Montpellier,Maison,81.0,5.0,sols,276.0
82284,2019-488070,2019-07-12,Vente,255000.0,34172,Montpellier,Maison,103.0,5.0,,
82291,2019-488074,2019-07-11,Vente,87000.0,34172,Montpellier,Maison,54.0,3.0,sols,35.0
82303,2019-488081,2019-06-28,Vente,150000.0,34172,Montpellier,Maison,99.0,5.0,,
82348,2019-488111,2019-06-27,Vente,1370000.0,34172,Montpellier,Maison,290.0,6.0,sols,1073.0
82434,2019-488164,2019-07-05,Vente,451000.0,34172,Montpellier,Maison,81.0,5.0,sols,306.0
82485,2019-488196,2019-06-28,Vente,398100.0,34172,Montpellier,Maison,178.0,7.0,sols,160.0
82495,2019-488203,2019-07-02,Vente,230000.0,34172,Montpellier,Maison,80.0,3.0,,
82496,2019-488204,2019-07-09,Vente,245350.0,34172,Montpellier,Maison,63.0,3.0,,
82557,2019-488228,2019-05-13,Vente,140000.0,34172,Montpellier,Maison,49.0,3.0,,
82560,2019-488229,2019-05-13,Vente,387000.0,34172,Montpellier,Maison,47.0,2.0,,
82561,2019-488229,2019-05-13,Vente,387000.0,34172,Montpellier,Maison,48.0,2.0,,
82563,2019-488229,2019-05-13,Vente,387000.0,34172,Montpellier,Maison,47.0,2.0,,
82586,2019-488241,2019-07-19,Vente,505000.0,34172,Montpellier,Maison,170.0,6.0,sols,569.0
82813,2019-488370,2019-06-28,Vente,146610.0,34172,Montpellier,Maison,81.0,4.0,sols,113.0
83010,2019-488484,2019-07-19,Vente,264250.0,34172,Montpellier,Maison,89.0,4.0,,
83015,2019-488487,2019-06-26,Vente,265500.0,34172,Montpellier,Maison,67.0,4.0,sols,277.0
83039,2019-488501,2019-07-11,Vente,268000.0,34172,Montpellier,Maison,101.0,4.0,sols,333.0
83063,2019-488516,2019-07-04,Vente,260000.0,34172,Montpellier,Maison,81.0,4.0,,
83084,2019-488529,2019-07-08,Vente,200000.0,34172,Montpellier,Maison,70.0,4.0,sols,284.0
83110,2019-488543,2019-07-08,Vente,833000.0,34172,Montpellier,Maison,169.0,4.0,sols,534.0
83119,2019-488548,2019-07-26,Vente,342000.0,34172,Montpellier,Maison,107.0,4.0,sols,362.0
83178,2019-488577,2019-07-19,Vente,563900.0,34172,Montpellier,Maison,82.0,4.0,sols,381.0
83192,2019-488583,2019-07-19,Vente,201600.0,34172,Montpellier,Maison,108.0,5.0,,
83197,2019-488586,2019-07-26,Vente,258500.0,34172,Montpellier,Maison,82.0,4.0,sols,187.0
83237,2019-488612,2019-07-26,Vente,375000.0,34172,Montpellier,Maison,117.0,5.0,sols,273.0
83249,2019-488621,2019-07-19,Vente,220000.0,34172,Montpellier,Maison,100.0,5.0,,
83285,2019-488646,2019-07-16,Vente,279850.0,34172,Montpellier,Maison,81.0,4.0,,
83340,2019-488678,2019-07-01,Vente,707000.0,34172,Montpellier,Maison,126.0,7.0,sols,332.0
83347,2019-488683,2019-07-01,Vente,600000.0,34172,Montpellier,Maison,171.0,6.0,sols,652.0
83428,2019-488725,2019-07-02,Vente,555000.0,34172,Montpellier,Maison,54.0,3.0,sols,327.0
83443,2019-488734,2019-07-05,Vente,259000.0,34172,Montpellier,Maison,78.0,4.0,sols,112.0
83522,2019-488779,2019-07-29,Vente,340000.0,34172,Montpellier,Maison,75.0,4.0,sols,44.0
83547,2019-488796,2019-07-29,Vente,316800.0,34172,Montpellier,Maison,82.0,5.0,sols,233.0
83565,2019-488808,2019-07-11,Vente,317000.0,34172,Montpellier,Maison,93.0,4.0,,
83584,2019-488823,2019-07-23,Vente,272000.0,34172,Montpellier,Maison,96.0,4.0,sols,226.0
83660,2019-488864,2019-07-15,Vente,442000.0,34172,Montpellier,Maison,128.0,6.0,sols,270.0
83724,2019-488903,2019-07-16,Vente,668000.0,34172,Montpellier,Maison,130.0,5.0,sols,232.0
83748,2019-488920,2019-07-08,Vente,290000.0,34172,Montpellier,Maison,93.0,5.0,sols,236.0
83802,2019-488955,2019-07-12,Vente,757500.0,34172,Montpellier,Maison,162.0,8.0,,
83871,2019-489001,2019-07-08,Vente,235000.0,34172,Montpellier,Maison,85.0,4.0,sols,156.0
83874,2019-489003,2019-07-08,Vente,248000.0,34172,Montpellier,Maison,74.0,4.0,sols,171.0
83893,2019-489016,2019-07-19,Vente,255000.0,34172,Montpellier,Maison,78.0,4.0,,
83932,2019-489040,2019-07-12,Vente,323500.0,34172,Montpellier,Maison,100.0,4.0,sols,247.0
83941,2019-489046,2019-03-27,Vente,200000.0,34172,Montpellier,Maison,69.0,3.0,sols,312.0
84057,2019-489114,2019-07-30,Vente,257000.0,34172,Montpellier,Maison,102.0,6.0,sols,129.0
84118,2019-489151,2019-07-25,Vente,260000.0,34172,Montpellier,Maison,129.0,6.0,sols,307.0
84135,2019-489160,2019-07-31,Vente,200000.0,34172,Montpellier,Maison,160.0,6.0,terrains d'agrément,188.0
84136,2019-489160,2019-07-31,Vente,200000.0,34172,Montpellier,Maison,160.0,6.0,sols,500.0
84152,2019-489171,2019-08-01,Vente,217000.0,34172,Montpellier,Maison,137.0,6.0,,
84166,2019-489180,2019-08-05,Vente,261000.0,34172,Montpellier,Maison,78.0,4.0,,
84170,2019-489183,2019-08-08,Vente,325000.0,34172,Montpellier,Maison,80.0,4.0,,
84197,2019-489200,2019-07-09,Vente,265000.0,34172,Montpellier,Maison,82.0,5.0,sols,207.0
84201,2019-489203,2019-07-11,Vente,410000.0,34172,Montpellier,Maison,77.0,4.0,sols,330.0
84276,2019-489249,2019-07-25,Vente,154000.0,34172,Montpellier,Maison,68.0,4.0,sols,254.0
84282,2019-489252,2019-07-31,Vente,271830.0,34172,Montpellier,Maison,106.0,4.0,,
84306,2019-489265,2019-07-29,Vente,360000.0,34172,Montpellier,Maison,100.0,5.0,sols,54.0
84319,2019-489271,2019-07-29,Vente,286400.0,34172,Montpellier,Maison,74.0,4.0,sols,154.0
84346,2019-489288,2019-07-24,Vente,205930.0,34172,Montpellier,Maison,106.0,5.0,sols,91.0
84423,2019-489327,2019-07-25,Vente,284100.0,34172,Montpellier,Maison,67.0,4.0,sols,163.0
84481,2019-489364,2019-07-19,Vente,695000.0,34172,Montpellier,Maison,105.0,4.0,sols,742.0
84506,2019-489379,2019-07-19,Vente,353000.0,34172,Montpellier,Maison,73.0,4.0,sols,161.0
84507,2019-489380,2019-08-09,Vente,220000.0,34172,Montpellier,Maison,70.0,3.0,,
84520,2019-489390,2019-07-31,Vente,612000.0,34172,Montpellier,Maison,82.0,3.0,sols,242.0
84599,2019-489425,2019-08-08,Vente,312000.0,34172,Montpellier,Maison,97.0,5.0,sols,304.0
84660,2019-489463,2019-07-31,Vente,194000.0,34172,Montpellier,Maison,70.0,3.0,,
84713,2019-489496,2019-07-17,Vente,177710.27,34172,Montpellier,Maison,79.0,4.0,sols,621.0
84726,2019-489503,2019-07-19,Vente,245000.0,34172,Montpellier,Maison,90.0,4.0,sols,103.0
84730,2019-489506,2019-08-02,Vente,791750.0,34172,Montpellier,Maison,199.0,7.0,sols,322.0
84731,2019-489506,2019-08-02,Vente,791750.0,34172,Montpellier,Maison,199.0,7.0,terrains d'agrément,22.0
84762,2019-489524,2019-07-31,Vente,308000.0,34172,Montpellier,Maison,106.0,5.0,sols,167.0
84771,2019-489529,2019-08-12,Vente,157403.0,34172,Montpellier,Maison,66.0,3.0,,
84787,2019-489539,2019-07-22,Vente,270300.0,34172,Montpellier,Maison,98.0,5.0,,
84789,2019-489540,2019-08-06,Vente,307850.0,34172,Montpellier,Maison,72.0,4.0,sols,196.0
84834,2019-489567,2019-08-02,Vente,210000.0,34172,Montpellier,Maison,100.0,5.0,,
84895,2019-489607,2019-07-31,Vente,855000.0,34172,Montpellier,Maison,182.0,6.0,sols,917.0
84912,2019-489617,2019-07-24,Vente,325000.0,34172,Montpellier,Maison,96.0,5.0,sols,58.0
85030,2019-489675,2019-08-08,Vente,275000.0,34172,Montpellier,Maison,88.0,4.0,,
85054,2019-489689,2019-07-26,Vente,247062.0,34172,Montpellier,Maison,151.0,5.0,sols,370.0
85061,2019-489692,2019-08-01,Vente,450000.0,34172,Montpellier,Maison,130.0,6.0,sols,165.0
85070,2019-489698,2019-08-08,Vente,322440.0,34172,Montpellier,Maison,104.0,5.0,sols,310.0
85118,2019-489712,2019-07-25,Vente,158130.0,34172,Montpellier,Maison,55.0,3.0,,
85134,2019-489719,2019-07-26,Vente,276000.0,34172,Montpellier,Maison,80.0,4.0,,
85173,2019-489743,2019-08-08,Vente,720000.0,34172,Montpellier,Maison,181.0,6.0,sols,1044.0
85189,2019-489755,2019-07-24,Vente,750000.0,34172,Montpellier,Maison,200.0,5.0,sols,919.0
85190,2019-489755,2019-07-24,Vente,750000.0,34172,Montpellier,Maison,200.0,5.0,jardins,2480.0
85223,2019-489773,2019-07-29,Vente,471100.0,34172,Montpellier,Maison,132.0,6.0,,
85243,2019-489787,2019-08-13,Vente,194460.0,34172,Montpellier,Maison,79.0,4.0,,
85262,2019-489798,2019-08-09,Vente,265000.0,34172,Montpellier,Maison,109.0,6.0,sols,214.0
85315,2019-489830,2019-08-06,Vente,262000.0,34172,Montpellier,Maison,93.0,4.0,sols,216.0
85316,2019-489830,2019-08-06,Vente,262000.0,34172,Montpellier,Maison,93.0,4.0,sols,244.0
85352,2019-489850,2019-07-30,Vente,206180.0,34172,Montpellier,Maison,69.0,4.0,sols,139.0
85353,2019-489851,2019-07-29,Vente,324300.0,34172,Montpellier,Maison,126.0,4.0,sols,439.0
85378,2019-489866,2019-08-22,Vente,282000.0,34172,Montpellier,Maison,114.0,5.0,sols,214.0
85437,2019-489901,2019-08-20,Vente,525000.0,34172,Montpellier,Maison,168.0,8.0,sols,454.0
85562,2019-489951,2019-08-27,Vente,282900.0,34172,Montpellier,Maison,104.0,6.0,sols,551.0
85627,2019-489989,2019-08-26,Vente,836850.0,34172,Montpellier,Maison,76.0,4.0,sols,575.0
85628,2019-489990,2019-07-31,Vente,280000.0,34172,Montpellier,Maison,86.0,4.0,sols,329.0
85663,2019-490012,2019-08-20,Vente,430000.0,34172,Montpellier,Maison,110.0,4.0,sols,376.0
85672,2019-490017,2019-07-19,Vente,540000.0,34172,Montpellier,Maison,140.0,5.0,sols,898.0
85774,2019-490070,2019-07-30,Vente,295000.0,34172,Montpellier,Maison,86.0,3.0,sols,175.0
85799,2019-490086,2019-08-26,Vente,275000.0,34172,Montpellier,Maison,88.0,5.0,,
85808,2019-490093,2019-08-27,Vente,376200.0,34172,Montpellier,Maison,104.0,5.0,sols,383.0
85819,2019-490102,2019-08-27,Vente,400000.0,34172,Montpellier,Maison,100.0,4.0,sols,453.0
85876,2019-490139,2019-08-26,Vente,220000.0,34172,Montpellier,Maison,73.0,4.0,sols,320.0
85911,2019-490160,2019-08-29,Vente,400000.0,34172,Montpellier,Maison,136.0,6.0,sols,297.0
